dimension=1388
startCityIndex=City(index=0, x=0.0, y=131.0)
1074 -> 999
999 -> 1291
1291 -> 1196
1196 -> 912
912 -> 684
684 -> 561
561 -> 879
879 -> 1087
1087 -> 1158
1158 -> 972
972 -> 947
947 -> 953
953 -> 1130
1130 -> 1129
1129 -> 1179
1179 -> 1124
1124 -> 1384
1384 -> 1385
1385 -> 1171
1171 -> 1127
1127 -> 1128
1128 -> 650
650 -> 657
657 -> 676
676 -> 689
689 -> 763
763 -> 729
729 -> 370
370 -> 267
267 -> 259
259 -> 258
258 -> 303
303 -> 538
538 -> 275
275 -> 341
341 -> 544
544 -> 522
522 -> 725
725 -> 686
686 -> 633
633 -> 678
678 -> 386
386 -> 342
342 -> 281
281 -> 90
90 -> 89
89 -> 535
535 -> 858
858 -> 837
837 -> 939
939 -> 582
582 -> 493
493 -> 479
479 -> 445
445 -> 413
413 -> 323
323 -> 377
377 -> 603
603 -> 786
786 -> 836
836 -> 830
830 -> 595
595 -> 414
414 -> 285
285 -> 66
66 -> 127
127 -> 326
326 -> 613
613 -> 1251
1251 -> 1199
1199 -> 1318
1318 -> 1063
1063 -> 724
724 -> 727
727 -> 371
371 -> 224
224 -> 163
163 -> 164
164 -> 42
42 -> 43
43 -> 228
228 -> 35
35 -> 186
186 -> 58
58 -> 74
74 -> 101
101 -> 65
65 -> 40
40 -> 2
2 -> 96
96 -> 79
79 -> 847
847 -> 1034
1034 -> 1024
1024 -> 1036
1036 -> 1106
1106 -> 1115
1115 -> 1173
1173 -> 1265
1265 -> 1302
1302 -> 1351
1351 -> 1332
1332 -> 1349
1349 -> 1350
1350 -> 1263
1263 -> 1174
1174 -> 1205
1205 -> 1113
1113 -> 1079
1079 -> 1072
1072 -> 1070
1070 -> 1183
1183 -> 1135
1135 -> 903
903 -> 756
756 -> 549
549 -> 621
621 -> 1144
1144 -> 1213
1213 -> 1058
1058 -> 741
741 -> 153
153 -> 132
132 -> 152
152 -> 249
249 -> 336
336 -> 540
540 -> 1001
1001 -> 1092
1092 -> 1090
1090 -> 811
811 -> 574
574 -> 222
222 -> 184
184 -> 347
347 -> 565
565 -> 393
393 -> 373
373 -> 399
399 -> 155
155 -> 199
199 -> 310
310 -> 297
297 -> 617
617 -> 662
662 -> 993
993 -> 1155
1155 -> 1032
1032 -> 873
873 -> 957
957 -> 1201
1201 -> 1256
1256 -> 1262
1262 -> 1112
1112 -> 1264
1264 -> 1104
1104 -> 919
919 -> 946
946 -> 454
454 -> 517
517 -> 487
487 -> 634
634 -> 543
543 -> 443
443 -> 502
502 -> 856
856 -> 803
803 -> 1301
1301 -> 1309
1309 -> 1369
1369 -> 888
888 -> 887
887 -> 932
932 -> 775
775 -> 1098
1098 -> 810
810 -> 804
804 -> 765
765 -> 764
764 -> 1088
1088 -> 1227
1227 -> 1260
1260 -> 1023
1023 -> 169
169 -> 54
54 -> 67
67 -> 72
72 -> 176
176 -> 921
921 -> 958
958 -> 990
990 -> 688
688 -> 344
344 -> 203
203 -> 145
145 -> 146
146 -> 202
202 -> 518
518 -> 868
868 -> 796
796 -> 687
687 -> 744
744 -> 436
436 -> 130
130 -> 121
121 -> 179
179 -> 141
141 -> 82
82 -> 1052
1052 -> 1147
1147 -> 1237
1237 -> 1238
1238 -> 1281
1281 -> 1312
1312 -> 1285
1285 -> 1149
1149 -> 1019
1019 -> 910
910 -> 869
869 -> 1031
1031 -> 914
914 -> 807
807 -> 805
805 -> 974
974 -> 1005
1005 -> 1066
1066 -> 969
969 -> 956
956 -> 945
945 -> 685
685 -> 446
446 -> 447
447 -> 503
503 -> 742
742 -> 1243
1243 -> 1236
1236 -> 1207
1207 -> 1232
1232 -> 1272
1272 -> 1245
1245 -> 1267
1267 -> 1231
1231 -> 548
548 -> 434
434 -> 160
160 -> 213
213 -> 425
425 -> 537
537 -> 505
505 -> 759
759 -> 907
907 -> 1305
1305 -> 1383
1383 -> 1380
1380 -> 504
504 -> 404
404 -> 591
591 -> 415
415 -> 466
466 -> 491
491 -> 308
308 -> 269
269 -> 170
170 -> 233
233 -> 525
525 -> 1016
1016 -> 1059
1059 -> 1017
1017 -> 494
494 -> 495
495 -> 278
278 -> 273
273 -> 244
244 -> 246
246 -> 37
37 -> 95
95 -> 268
268 -> 295
295 -> 713
713 -> 821
821 -> 716
716 -> 423
423 -> 421
421 -> 602
602 -> 609
609 -> 473
473 -> 427
427 -> 12
12 -> 70
70 -> 86
86 -> 320
320 -> 363
363 -> 196
196 -> 125
125 -> 134
134 -> 133
133 -> 385
385 -> 1145
1145 -> 1277
1277 -> 1317
1317 -> 597
597 -> 409
409 -> 304
304 -> 359
359 -> 361
361 -> 322
322 -> 378
378 -> 600
600 -> 850
850 -> 955
955 -> 717
717 -> 626
626 -> 352
352 -> 185
185 -> 219
219 -> 1085
1085 -> 1162
1162 -> 1159
1159 -> 920
920 -> 437
437 -> 541
541 -> 950
950 -> 1187
1187 -> 1289
1289 -> 1007
1007 -> 1008
1008 -> 1041
1041 -> 1344
1344 -> 1200
1200 -> 1067
1067 -> 435
435 -> 112
112 -> 110
110 -> 91
91 -> 15
15 -> 122
122 -> 13
13 -> 279
279 -> 430
430 -> 428
428 -> 334
334 -> 475
475 -> 542
542 -> 501
501 -> 723
723 -> 828
828 -> 44
44 -> 6
6 -> 45
45 -> 168
168 -> 1374
1374 -> 1375
1375 -> 1278
1278 -> 1372
1372 -> 1287
1287 -> 1214
1214 -> 880
880 -> 833
833 -> 908
908 -> 1121
1121 -> 1120
1120 -> 1010
1010 -> 578
578 -> 471
471 -> 227
227 -> 368
368 -> 369
369 -> 291
291 -> 217
217 -> 800
800 -> 801
801 -> 728
728 -> 694
694 -> 698
698 -> 379
379 -> 380
380 -> 382
382 -> 116
116 -> 14
14 -> 88
88 -> 143
143 -> 619
619 -> 860
860 -> 822
822 -> 592
592 -> 374
374 -> 358
358 -> 412
412 -> 573
573 -> 559
559 -> 448
448 -> 366
366 -> 81
81 -> 105
105 -> 840
840 -> 859
859 -> 838
838 -> 581
581 -> 667
667 -> 1136
1136 -> 1133
1133 -> 1132
1132 -> 1353
1353 -> 1386
1386 -> 1388
1388 -> 1333
1333 -> 1229
1229 -> 1025
1025 -> 1107
1107 -> 1109
1109 -> 1111
1111 -> 981
981 -> 752
752 -> 817
817 -> 658
658 -> 614
614 -> 598
598 -> 611
611 -> 594
594 -> 881
881 -> 571
571 -> 230
230 -> 188
188 -> 189
189 -> 1009
1009 -> 1118
1118 -> 1122
1122 -> 1044
1044 -> 835
835 -> 831
831 -> 641
641 -> 747
747 -> 745
745 -> 726
726 -> 1077
1077 -> 1089
1089 -> 991
991 -> 927
927 -> 640
640 -> 402
402 -> 64
64 -> 76
76 -> 139
139 -> 150
150 -> 296
296 -> 243
243 -> 255
255 -> 277
277 -> 510
510 -> 553
553 -> 481
481 -> 608
608 -> 655
655 -> 710
710 -> 715
715 -> 712
712 -> 982
982 -> 1119
1119 -> 1043
1043 -> 1038
1038 -> 962
962 -> 771
771 -> 528
528 -> 566
566 -> 629
629 -> 635
635 -> 776
776 -> 904
904 -> 1181
1181 -> 1134
1134 -> 1131
1131 -> 1306
1306 -> 1233
1233 -> 978
978 -> 961
961 -> 664
664 -> 794
794 -> 1096
1096 -> 1261
1261 -> 1198
1198 -> 989
989 -> 671
671 -> 520
520 -> 516
516 -> 632
632 -> 884
884 -> 931
931 -> 1057
1057 -> 1062
1062 -> 845
845 -> 707
707 -> 605
605 -> 606
606 -> 654
654 -> 711
711 -> 622
622 -> 820
820 -> 1178
1178 -> 1176
1176 -> 1304
1304 -> 1297
1297 -> 1296
1296 -> 1295
1295 -> 1294
1294 -> 1363
1363 -> 1362
1362 -> 1211
1211 -> 1280
1280 -> 337
337 -> 298
298 -> 476
476 -> 672
672 -> 736
736 -> 1244
1244 -> 1153
1153 -> 1290
1290 -> 915
915 -> 392
392 -> 252
252 -> 183
183 -> 158
158 -> 211
211 -> 212
212 -> 115
115 -> 93
93 -> 161
161 -> 1
1 -> 97
97 -> 123
123 -> 22
22 -> 209
209 -> 459
459 -> 704
704 -> 596
596 -> 599
599 -> 883
883 -> 930
930 -> 1161
1161 -> 1223
1223 -> 1189
1189 -> 730
730 -> 524
524 -> 131
131 -> 108
108 -> 84
84 -> 3
3 -> 225
225 -> 527
527 -> 682
682 -> 876
876 -> 790
790 -> 806
806 -> 829
829 -> 484
484 -> 500
500 -> 154
154 -> 200
200 -> 113
113 -> 87
87 -> 311
311 -> 313
313 -> 511
511 -> 512
512 -> 350
350 -> 301
301 -> 612
612 -> 417
417 -> 424
424 -> 381
381 -> 536
536 -> 818
818 -> 814
814 -> 1253
1253 -> 1254
1254 -> 1222
1222 -> 1080
1080 -> 1002
1002 -> 960
960 -> 653
653 -> 656
656 -> 893
893 -> 1048
1048 -> 1336
1336 -> 1116
1116 -> 976
976 -> 959
959 -> 696
696 -> 813
813 -> 649
649 -> 324
324 -> 265
265 -> 175
175 -> 294
294 -> 263
263 -> 468
468 -> 773
773 -> 857
857 -> 854
854 -> 783
783 -> 872
872 -> 552
552 -> 485
485 -> 384
384 -> 340
340 -> 195
195 -> 250
250 -> 198
198 -> 197
197 -> 98
98 -> 23
23 -> 21
21 -> 18
18 -> 99
99 -> 20
20 -> 343
343 -> 779
779 -> 1064
1064 -> 1319
1319 -> 1340
1340 -> 1084
1084 -> 973
973 -> 975
975 -> 1083
1083 -> 1219
1219 -> 1370
1370 -> 1373
1373 -> 1170
1170 -> 706
706 -> 651
651 -> 1011
1011 -> 1303
1303 -> 1268
1268 -> 1335
1335 -> 929
929 -> 206
206 -> 157
157 -> 182
182 -> 31
31 -> 32
32 -> 395
395 -> 832
832 -> 855
855 -> 933
933 -> 934
934 -> 1046
1046 -> 1177
1177 -> 951
951 -> 463
463 -> 461
461 -> 572
572 -> 354
354 -> 462
462 -> 460
460 -> 971
971 -> 970
970 -> 1061
1061 -> 1365
1365 -> 1364
1364 -> 1282
1282 -> 1185
1185 -> 507
507 -> 429
429 -> 433
433 -> 663
663 -> 942
942 -> 1137
1137 -> 564
564 -> 39
39 -> 162
162 -> 36
36 -> 147
147 -> 299
299 -> 624
624 -> 719
719 -> 758
758 -> 909
909 -> 1218
1218 -> 1108
1108 -> 615
615 -> 616
616 -> 420
420 -> 61
61 -> 232
232 -> 472
472 -> 547
547 -> 944
944 -> 1235
1235 -> 1141
1141 -> 1060
1060 -> 1283
1283 -> 1242
1242 -> 1286
1286 -> 911
911 -> 875
875 -> 918
918 -> 1004
1004 -> 948
948 -> 1150
1150 -> 1151
1151 -> 802
802 -> 808
808 -> 610
610 -> 264
264 -> 148
148 -> 181
181 -> 119
119 -> 128
128 -> 180
180 -> 661
661 -> 733
733 -> 816
816 -> 422
422 -> 262
262 -> 178
178 -> 325
325 -> 546
546 -> 576
576 -> 1366
1366 -> 1359
1359 -> 1051
1051 -> 1184
1184 -> 1013
1013 -> 943
943 -> 988
988 -> 587
587 -> 673
673 -> 906
906 -> 1030
1030 -> 1217
1217 -> 1247
1247 -> 1228
1228 -> 985
985 -> 986
986 -> 824
824 -> 864
864 -> 922
922 -> 924
924 -> 1224
1224 -> 1093
1093 -> 1102
1102 -> 890
890 -> 652
652 -> 774
774 -> 709
709 -> 708
708 -> 191
191 -> 167
167 -> 156
156 -> 124
124 -> 194
194 -> 103
103 -> 10
10 -> 77
77 -> 843
843 -> 842
842 -> 767
767 -> 793
793 -> 669
669 -> 787
787 -> 791
791 -> 1018
1018 -> 1188
1188 -> 1288
1288 -> 1310
1310 -> 1182
1182 -> 555
555 -> 588
588 -> 839
839 -> 695
695 -> 1180
1180 -> 823
823 -> 789
789 -> 740
740 -> 508
508 -> 11
11 -> 104
104 -> 129
129 -> 107
107 -> 349
349 -> 607
607 -> 1040
1040 -> 895
895 -> 1027
1027 -> 1125
1125 -> 1266
1266 -> 992
992 -> 509
509 -> 660
660 -> 627
627 -> 620
620 -> 383
383 -> 456
456 -> 563
563 -> 984
984 -> 1143
1143 -> 692
692 -> 286
286 -> 287
287 -> 328
328 -> 580
580 -> 579
579 -> 923
923 -> 877
877 -> 841
841 -> 1071
1071 -> 1082
1082 -> 894
894 -> 777
777 -> 679
679 -> 766
766 -> 705
705 -> 645
645 -> 235
235 -> 172
172 -> 173
173 -> 531
531 -> 529
529 -> 570
570 -> 372
372 -> 221
221 -> 220
220 -> 300
300 -> 465
465 -> 38
38 -> 41
41 -> 28
28 -> 205
205 -> 367
367 -> 1114
1114 -> 1117
1117 -> 1172
1172 -> 1042
1042 -> 751
751 -> 784
784 -> 878
878 -> 871
871 -> 797
797 -> 795

dimension=1388
startCityIndex=City(index=0, x=0.0, y=131.0)
distance=162662.55903727072
path:
0 -> 414
414 -> 196
196 -> 966
966 -> 1153
1153 -> 1359
1359 -> 1171
1171 -> 757
757 -> 263
263 -> 276
276 -> 1218
1218 -> 415
415 -> 1077
1077 -> 687
687 -> 907
907 -> 845
845 -> 316
316 -> 566
566 -> 1117
1117 -> 580
580 -> 199
199 -> 7
7 -> 789
789 -> 698
698 -> 624
624 -> 1033
1033 -> 1301
1301 -> 900
900 -> 1329
1329 -> 220
220 -> 245
245 -> 1098
1098 -> 1362
1362 -> 1072
1072 -> 159
159 -> 1274
1274 -> 294
294 -> 207
207 -> 611
611 -> 20
20 -> 1261
1261 -> 158
158 -> 924
924 -> 124
124 -> 511
511 -> 254
254 -> 618
618 -> 876
876 -> 1145
1145 -> 1305
1305 -> 1186
1186 -> 264
264 -> 525
525 -> 768
768 -> 1055
1055 -> 402
402 -> 1340
1340 -> 575
575 -> 555
555 -> 347
347 -> 741
741 -> 517
517 -> 933
933 -> 1222
1222 -> 14
14 -> 1365
1365 -> 1123
1123 -> 1056
1056 -> 75
75 -> 201
201 -> 260
260 -> 8
8 -> 46
46 -> 1373
1373 -> 130
130 -> 151
151 -> 1197
1197 -> 771
771 -> 27
27 -> 732
732 -> 594
594 -> 979
979 -> 943
943 -> 793
793 -> 1374
1374 -> 1113
1113 -> 228
228 -> 837
837 -> 842
842 -> 1379
1379 -> 725
725 -> 734
734 -> 926
926 -> 181
181 -> 832
832 -> 1088
1088 -> 69
69 -> 307
307 -> 699
699 -> 584
584 -> 165
165 -> 3
3 -> 386
386 -> 1157
1157 -> 716
716 -> 1380
1380 -> 896
896 -> 438
438 -> 434
434 -> 559
559 -> 21
21 -> 1343
1343 -> 1079
1079 -> 389
389 -> 653
653 -> 272
272 -> 904
904 -> 917
917 -> 531
531 -> 697
697 -> 802
802 -> 591
591 -> 928
928 -> 1210
1210 -> 131
131 -> 880
880 -> 53
53 -> 574
574 -> 1168
1168 -> 1149
1149 -> 113
113 -> 184
184 -> 1283
1283 -> 600
600 -> 745
745 -> 1165
1165 -> 1160
1160 -> 485
485 -> 1282
1282 -> 29
29 -> 1031
1031 -> 615
615 -> 479
479 -> 1130
1130 -> 253
253 -> 684
684 -> 720
720 -> 509
509 -> 417
417 -> 493
493 -> 1151
1151 -> 1303
1303 -> 477
477 -> 755
755 -> 959
959 -> 230
230 -> 173
173 -> 554
554 -> 1244
1244 -> 177
177 -> 991
991 -> 450
450 -> 685
685 -> 544
544 -> 1294
1294 -> 692
692 -> 1001
1001 -> 722
722 -> 1198
1198 -> 1215
1215 -> 596
596 -> 446
446 -> 428
428 -> 1159
1159 -> 519
519 -> 1128
1128 -> 963
963 -> 28
28 -> 2
2 -> 766
766 -> 448
448 -> 443
443 -> 96
96 -> 456
456 -> 1344
1344 -> 1087
1087 -> 1039
1039 -> 55
55 -> 1012
1012 -> 138
138 -> 1107
1107 -> 1029
1029 -> 1062
1062 -> 975
975 -> 994
994 -> 1212
1212 -> 1213
1213 -> 1161
1161 -> 537
537 -> 332
332 -> 1276
1276 -> 1105
1105 -> 413
413 -> 639
639 -> 921
921 -> 688
688 -> 163
163 -> 392
392 -> 369
369 -> 914
914 -> 564
564 -> 719
719 -> 820
820 -> 1229
1229 -> 1330
1330 -> 22
22 -> 1214
1214 -> 305
305 -> 313
313 -> 472
472 -> 609
609 -> 186
186 -> 277
277 -> 744
744 -> 858
858 -> 911
911 -> 122
122 -> 87
87 -> 990
990 -> 225
225 -> 1368
1368 -> 568
568 -> 1334
1334 -> 287
287 -> 1022
1022 -> 44
44 -> 1019
1019 -> 1313
1313 -> 383
383 -> 322
322 -> 1013
1013 -> 748
748 -> 1364
1364 -> 997
997 -> 188
188 -> 656
656 -> 827
827 -> 629
629 -> 906
906 -> 797
797 -> 240
240 -> 293
293 -> 529
529 -> 475
475 -> 1216
1216 -> 1355
1355 -> 373
373 -> 211
211 -> 84
84 -> 1258
1258 -> 39
39 -> 67
67 -> 995
995 -> 824
824 -> 1182
1182 -> 1084
1084 -> 183
183 -> 866
866 -> 136
136 -> 25
25 -> 1040
1040 -> 749
749 -> 216
216 -> 393
393 -> 1096
1096 -> 643
643 -> 642
642 -> 1008
1008 -> 927
927 -> 164
164 -> 508
508 -> 445
445 -> 973
973 -> 427
427 -> 515
515 -> 494
494 -> 49
49 -> 864
864 -> 1091
1091 -> 1028
1028 -> 1387
1387 -> 1360
1360 -> 620
620 -> 401
401 -> 491
491 -> 1230
1230 -> 1002
1002 -> 1384
1384 -> 1048
1048 -> 647
647 -> 226
226 -> 534
534 -> 1273
1273 -> 1018
1018 -> 397
397 -> 160
160 -> 384
384 -> 323
323 -> 522
522 -> 1338
1338 -> 134
134 -> 416
416 -> 311
311 -> 1082
1082 -> 590
590 -> 721
721 -> 769
769 -> 923
923 -> 794
794 -> 1006
1006 -> 1131
1131 -> 271
271 -> 547
547 -> 1063
1063 -> 660
660 -> 422
422 -> 68
68 -> 633
633 -> 269
269 -> 1227
1227 -> 395
395 -> 488
488 -> 1260
1260 -> 128
128 -> 1195
1195 -> 980
980 -> 506
506 -> 1240
1240 -> 74
74 -> 852
852 -> 381
381 -> 635
635 -> 815
815 -> 333
333 -> 1246
1246 -> 632
632 -> 238
238 -> 550
550 -> 132
132 -> 224
224 -> 340
340 -> 1211
1211 -> 1141
1141 -> 168
168 -> 1323
1323 -> 1232
1232 -> 627
627 -> 70
70 -> 1226
1226 -> 143
143 -> 916
916 -> 1069
1069 -> 1115
1115 -> 1247
1247 -> 289
289 -> 51
51 -> 1176
1176 -> 727
727 -> 125
125 -> 1255
1255 -> 283
283 -> 781
781 -> 457
457 -> 1026
1026 -> 100
100 -> 1150
1150 -> 702
702 -> 103
103 -> 930
930 -> 1064
1064 -> 33
33 -> 636
636 -> 954
954 -> 344
344 -> 929
929 -> 157
157 -> 492
492 -> 1194
1194 -> 1068
1068 -> 507
507 -> 409
409 -> 1065
1065 -> 616
616 -> 1293
1293 -> 284
284 -> 435
435 -> 579
579 -> 898
898 -> 841
841 -> 955
955 -> 1204
1204 -> 1386
1386 -> 960
960 -> 56
56 -> 648
648 -> 971
971 -> 565
565 -> 551
551 -> 812
812 -> 17
17 -> 935
935 -> 1352
1352 -> 724
724 -> 717
717 -> 603
603 -> 57
57 -> 942
942 -> 378
378 -> 261
261 -> 818
818 -> 1086
1086 -> 412
412 -> 1341
1341 -> 637
637 -> 1231
1231 -> 513
513 -> 631
631 -> 1116
1116 -> 855
855 -> 1259
1259 -> 36
36 -> 471
471 -> 1295
1295 -> 251
251 -> 1156
1156 -> 918
918 -> 1080
1080 -> 1179
1179 -> 646
646 -> 321
321 -> 149
149 -> 380
380 -> 897
897 -> 330
330 -> 361
361 -> 234
